Display name,Property city,State (Agent),Property Status,Property Status Updated,Closing Date is Wrong
"1415 Donohue Dr, San Jose CA 95131 95131",San Jose,California,Active,8-Aug-22,FALSE
2618 Tinian,Corpus Christi,Texas,Pending,22-Aug-22,FALSE
8631 Briscoe Fields,San Antonio,Texas,Active,29-Aug-22,FALSE
108 Bexar Forest Cove,Elgin,Texas,Off Market,1-Aug-22,FALSE
5430 Clouds Creek Ln,Sugar Land,Texas,Active,1-Aug-22,FALSE
3306 Cherry Lane,Austin,Texas,Active,8-Aug-22,FALSE
1303 W. Louisiana St.,McKinney,Texas,Active,8-Aug-22,FALSE
12908 Appaloosa Chase Drive,Austin,Texas,Active,22-Aug-22,FALSE
827 Private Road 1501,Bandera,Texas,Active,1-Aug-22,FALSE
2326 E Lehigh Ave,Philadelphia,Pennsylvania,Off Market,1-Aug-22,FALSE
4714 San Bernadino St,Houston,Texas,Pending,22-Aug-22,FALSE
4220 John Court,Flower,Texas,Off Market,1-Aug-22,FALSE
1605 Antoinette Drive,Corpus Christi,Texas,Active,22-Aug-22,FALSE
1920 Vera Cruz Drive,Carrollton,Texas,Off Market,15-Aug-22,FALSE
1897 East 69th Street 44103,Cleveland,Ohio,Active Contingent,22-Aug-22,FALSE
417 NW Lorna St,Burleson,Texas,Off Market,15-Aug-22,FALSE
157 Augusta Dr,Wimberley,Texas,Off Market,1-Aug-22,FALSE
2913 Rebel Dr,Midland,Texas,Under Contract,15-Aug-22,FALSE
923 Rolling Meadows DR,Burleson,Texas,Pending,29-Aug-22,FALSE
5428 Morning Breeze,Houston,Texas,Active,8-Aug-22,FALSE
4308 Captain Kidd Way,Beaumont,Texas,Pending,29-Aug-22,FALSE
190 Sutherland Dr.,Mountain Top,Pennsylvania,Active,22-Aug-22,FALSE
205 SE 5th,Andrews,Texas,Active,1-Aug-22,FALSE
4849 Bayberry Dr,Ft. Worth,Texas,Off Market,29-Aug-22,TRUE
9 Bentwood Road,Drums,Pennsylvania,Active,22-Aug-22,FALSE
15930 Rosebriar Drive,Missouri City,Texas,Pending,15-Aug-22,FALSE
5004 Southfork Dr,Wichita Falls,Texas,Off Market,1-Aug-22,FALSE
8105 Northwest 130th Place 73142,Oklahoma City,Oklahoma,Active,15-Aug-22,FALSE
3163 FM 1966,Maxwell,Texas,Active,22-Aug-22,FALSE
4622 Larner Street,The Colony,Texas,Pending,29-Aug-22,FALSE
22114 Emerald Run Ln,Richmond,Texas,Off Market,1-Aug-22,FALSE
102 Muirfield,Willow Park,Texas,Pending,29-Aug-22,FALSE
3737 Candlestone Dr,San Antonio,Texas,Off Market,1-Aug-22,FALSE
1030 Lake Grove Loop,Midlothian,Texas,Active,1-Aug-22,FALSE
915 Redwood Dr,Richardson,Texas,Off Market,1-Aug-22,FALSE
933 N Lawrence St,Philadelphia,Pennsylvania,Active Contingent,15-Aug-22,FALSE
3839 Terrace St,Philadelphia,Pennsylvania,Off Market,1-Aug-22,FALSE
12297 Sitting Bull Dr,El Paso TX,Texas,Active,1-Aug-22,FALSE
19883 Driver Forest Dr.,Porter,Texas,Pending,29-Aug-22,FALSE
300 Washington Square Drive,Leander,Texas,Active,22-Aug-22,FALSE
245 Paradise Hills,New Braunfels,Texas,Off Market,1-Aug-22,FALSE
5109 Azul Lane,Crowley,Texas,Pending,29-Aug-22,FALSE
2922 Emory Falls,San Antonio,Texas,,,FALSE
523 N Waldrip St,Grand Saline,Texas,Active,8-Aug-22,FALSE
3418 W 4th Street,Fort Worth,Texas,Active,1-Aug-22,FALSE
3811 Cimmaron Ave,Midland,Texas,Active,1-Aug-22,FALSE
1632 W Park Ave,Albemarle,North Carolina,Under Contract,1-Aug-22,FALSE
407 Thrush,Duncanville,Texas,Off Market,1-Aug-22,FALSE
18930 Brighton Trail Ln.,Tomball,Texas,Off Market,1-Aug-22,FALSE
7426 Irby Cobb Blvd,Richmond,Texas,,,FALSE
714 Glen Haven Dr,Conroe,Texas,Off Market,1-Aug-22,FALSE
2322 Greenwich St,Philadelphia,Pennsylvania,Pending,15-Aug-22,FALSE
1412 Bondick Rd.,Cedar Park,Texas,Under Contract,22-Aug-22,FALSE
903 Garden Villa Court,Austin,Texas,Active,15-Aug-22,FALSE
3110 MEADOW RIDGE DR,Corpus Christi,Texas,Pending,22-Aug-22,FALSE
4913 causeway court,Killeen,Texas,Off Market,1-Aug-22,FALSE
209 Questa Trail,Liberty Hill,Texas,Active,1-Aug-22,FALSE
2911 Colcord Ave,Waco,Texas,Off Market,1-Aug-22,FALSE
10306 Rinderfarm Ct,New Braunfels,Texas,Active,22-Aug-22,FALSE
207 Stacy Drive,Whitehouse,Texas,Off Market,25-Jul-22,FALSE
7216 Cabott Cv,Rowlett,Texas,Active,1-Aug-22,FALSE
11365 Bullseye Street,El Paso,Texas,Active,22-Aug-22,FALSE
4287 Blue Mountain Xing,East Stroudsburg,Pennsylvania,Off Market,1-Aug-22,FALSE
3928 Vail Divide,Bee Cave,Texas,Pending,8-Aug-22,FALSE
19382 Desna Drive,Porter,Texas,Pending,29-Aug-22,FALSE
3202 Strait St.,Irving,Texas,Off Market,1-Aug-22,FALSE
914 E 38th 1/2 St,Austin,Texas,Pending,8-Aug-22,FALSE
22363 Minnetonka Road 92308,Apple Valley,California,Active,8-Aug-22,FALSE
2003 la salle,Grand Prairie,Texas,Active,1-Aug-22,FALSE
3207 Dorothy Jane Dr.,Killeen,Texas,Pending,15-Aug-22,FALSE
5251 Honeyflower,Bulverde,Texas,Pending,22-Aug-22,FALSE
8719 Sea Ash Cir,Round Rock,Texas,Active,25-Jul-22,FALSE
2820 Brown Bear Ct,East Stroudsburg,Pennsylvania,Off Market,25-Jul-22,FALSE
5915 Tree View,san antoino,Texas,Pending,15-Aug-22,FALSE
11526 Lands Pond,San Antonio,Texas,Pending,29-Aug-22,FALSE
323 Laurel Cove West,Onalaska,Texas,Pending,15-Aug-22,FALSE
2009 W 9th St,Chester,Pennsylvania,Pending,22-Aug-22,FALSE
16200 Kicking Bird,Leander,Texas,Under Contract,29-Aug-22,FALSE
412 Aviation Ave,Schertz,Texas,Pending,15-Aug-22,FALSE
1034 Canter Court,Mooresville,North Carolina,Off Market,25-Jul-22,FALSE
609 E. Olmos Dr.,San Antonio,Texas,Off Market,15-Aug-22,FALSE
927 Richvale Ln,Houston,Texas,Pending,1-Aug-22,FALSE
8510 Liberty Grove Rd,ROWLETT,Texas,Active,25-Jul-22,FALSE
1451 Forrest Dr,Canton,Texas,Active,8-Aug-22,FALSE
1609 San Fernando Dr,Odessa,Texas,Active,25-Jul-22,FALSE
1620 Wellington Place Apt 1403,Beaumont,Texas,Active,22-Aug-22,FALSE
313 Colorado Drive,Burleson,Texas,Active,8-Aug-22,FALSE
3428 Venezia Vw,Leander,Texas,Under Contract,29-Aug-22,FALSE
4206 Rondo,Amarillo,Texas,Off Market,25-Jul-22,FALSE
3031 pimlico lane,corpus christi,Texas,Active,25-Jul-22,FALSE
9948 Western Ridge Way,Conroe,Texas,Active,8-Aug-22,FALSE
9211 Barr Circle,Houston,Texas,Pending,29-Aug-22,FALSE
7800 Oak Creek,Denton,Texas,Active,25-Jul-22,FALSE
460 Waterleaf Blvd,Kyle,Texas,Under Contract,15-Aug-22,FALSE
1466 CR 432,Joaquin,Texas,,,FALSE
2206 Indian Trl,Austin,Texas,Off Market,1-Aug-22,FALSE
15221 Mount Evans Drive,Little Elm,Texas,Off Market,25-Jul-22,FALSE
1106 Lakewood Dr,Wylie,Texas,Active,8-Aug-22,FALSE
8912 Geranium Cv.,Austin,Texas,Off Market,1-Aug-22,FALSE
435 Buttonwood st,Reading,Pennsylvania,Pending,22-Aug-22,FALSE
200 CR 4244,Bonham,Texas,,,FALSE
10009 Portsmouth,Spring Branch,Texas,Active,25-Jul-22,FALSE
6609 Mesa Grande,El Paso,Texas,Off Market,25-Jul-22,FALSE
3602 Conquest Cir,Texas City,Texas,Active,25-Jul-22,FALSE
1436 Lake Ln,Pocono Lake,Pennsylvania,Off Market,29-Aug-22,FALSE
113 Golf Crest Cove,Lakeway,Texas,Off Market,8-Aug-22,FALSE
3201 Tex Blvd,Fort Worth,Texas,Pending,29-Aug-22,FALSE
1203 Autumn Mist Way,Arlington,Texas,Active,8-Aug-22,FALSE
106 Forest Ridge Ln,Boerne,Texas,Active,22-Aug-22,FALSE
206 1/2 E Reagan Ave,Copperas Cove,Texas,Off Market,25-Jul-22,FALSE
30315 DOERNER LN,MAGNOLIA,Texas,Active,8-Aug-22,FALSE
4365 Saugus Drive,Grand Prairie,Texas,Off Market,25-Jul-22,FALSE
203 Rae Rd.,Red Oak,Texas,Active,25-Jul-22,FALSE
2611 Winter Oak St.,Dallas,Texas,Pending,1-Aug-22,FALSE
110 Waxwood Lane,San Antonio,Texas,Active,8-Aug-22,FALSE
4005 Greenmountain Ln,Austin,Texas,Pending,15-Aug-22,FALSE
107 Hensley Dr,Austin,Texas,Off Market,25-Jul-22,FALSE
10832 County Road 303,Plantersville,Texas,Active,8-Aug-22,FALSE
10300 Paul Revere Way,McKinney,Texas,Active,25-Jul-22,FALSE
6315 Benton Ln,Beaumont,Texas,Active,1-Aug-22,FALSE
811 E. 95th St,Odessa,Texas,Off Market,25-Jul-22,FALSE
11835 Briarton Wells,San Antonio,Texas,Active,8-Aug-22,FALSE
4911 Lakeshore Drive,Killeen,Texas,Active,8-Aug-22,FALSE
6821 Nob Hill Dr,North Richland Hills,Texas,Active,8-Aug-22,FALSE
4906 Causeway Ct,Killeen,Texas,Pending,29-Aug-22,FALSE
5210 Mendenall Dr,Mechanicsburg,Pennsylvania,Pending,1-Aug-22,FALSE
234 Colton Dr,San Antonio,Texas,Pending,15-Aug-22,FALSE
8903 Lost Castle Way,Cypress,Texas,Active,8-Aug-22,FALSE
238 MAPLE TREE Road,Dallas,Pennsylvania,Off Market,22-Aug-22,FALSE
104 ALBACORE AVE,GALVESTON,Texas,Off Market,29-Aug-22,FALSE
5924 Crandall Hills Dr.,Crandall,Texas,Off Market,1-Aug-22,FALSE
4000 Northwest 44th Street 73112,Oklahoma City,Oklahoma,Pending,22-Aug-22,FALSE
5450 Black Walnut,Bulverde,Texas,Pending,15-Aug-22,FALSE
1 Linden St.,Ellsworth,Pennsylvania,Active,25-Jul-22,FALSE
13315 Whisper Crossing,San Antonio,Texas,Pending,22-Aug-22,FALSE
245 Hunters Dawn,La Vernia,Texas,Pending,29-Aug-22,FALSE
9726 Astin Pl,San Antonio,Texas,Pending,22-Aug-22,FALSE
2201 Indian Trail,Harker Heights,Texas,Off Market,25-Jul-22,FALSE
34 Lucas Ln.,Edgecliff Village,Texas,Pending,8-Aug-22,FALSE
108 Old Pond Road,Lufkin,Texas,Off Market,25-Jul-22,FALSE
3444 Lark Meadow Way,Dallas,Texas,Pending,22-Aug-22,FALSE
729 Nautical Loop,Kyle,Texas,Active,8-Aug-22,FALSE
3029 Rain Dance Lp,Harker Heights,Texas,Active,22-Aug-22,FALSE
22336 Rock Wren Rd,Spicewood,Texas,Off Market,25-Jul-22,FALSE
1816 S 23rd St,Philadelphia,Pennsylvania,Active,26-Aug-22,FALSE
3325 Providence Dr,Midland,Texas,Off Market,8-Aug-22,FALSE
13026 Haven Farm,San Antonio,Texas,Active,8-Aug-22,FALSE
307 Hope Dr,San Antonio,Texas,Pending,22-Aug-22,FALSE
6272 Toucan Ct,el paso,Texas,Pending,15-Aug-22,FALSE
316 Lexington Ave,Melissa,Texas,Active,8-Aug-22,FALSE
14812 Goldfinch Way,San Antonio,Texas,Active,8-Aug-22,FALSE
2700 Wallingford Dr,Mansfield,Texas,Pending,29-Aug-22,FALSE
7070 Stoney Crest Circle 92252,Joshua Tree,California,Off Market,29-Aug-22,FALSE
4519 Bull Creek Road,Austin,Texas,Under Contract,8-Aug-22,FALSE
159 BEDFORDS BEND,GUN BARREL CITY,Texas,Pending,29-Aug-22,FALSE
312 Lake Powell Dr,Laredo,Texas,Active,25-Jul-22,FALSE
3701 E. Hwy 21,DIME BOX,Texas,,,FALSE
1411 Adams St,Grand Saline,Texas,Active,8-Aug-22,FALSE
538 Willowood Lane,Lancaster,Texas,Pending,29-Aug-22,FALSE
1611 Weatherford Drive,Austin,Texas,Off Market,22-Aug-22,FALSE
1704 Honeyweed Street,Austin,Texas,Pending,22-Aug-22,FALSE
928 Kingston Drive,Mansfield,Texas,Active,25-Jul-22,FALSE
2249 Hazel St,Beaumont,Texas,Off Market,1-Aug-22,FALSE
2739 Cold Water Trail,Grand Prarie,Texas,Pending,15-Aug-22,FALSE
11430 Cypresswood Trail Dr,Houston,Texas,Active,8-Aug-22,FALSE
2204 Quanah Parker Trail,Austin,Texas,Active,25-Jul-22,FALSE
2120 Rodgers Ln,Aubrey,Texas,Off Market,22-Aug-22,FALSE
12406 Macey Way,San Antonio,Texas,Pending,22-Aug-22,FALSE
1831 Idaho Ave,Dallas,Texas,Active,8-Aug-22,FALSE
1509 Millbrook Drive,Arlington,Texas,Pending,22-Aug-22,FALSE
7502 Collins Manor,Spring,Texas,Pending,22-Aug-22,FALSE
1111 Caroline Street #2703,Houston,Texas,Active,8-Aug-22,FALSE
1135 Mallard Pointe Drive,Grand Prairie,Texas,Active,8-Aug-22,FALSE
6006 Liptonshire,corpus christi,Texas,Active,1-Aug-22,FALSE
5009 Allegany Dr.,Killeen,Texas,Off Market,25-Jul-22,FALSE
12735 Point Canyon,San Antonio,Texas,Pending,8-Aug-22,FALSE
3618 Broken Elm Dr.,Spring,Texas,Active,1-Aug-22,FALSE
102 Lady Bird Court,Venus,Texas,Active,15-Aug-22,FALSE
1100 Fox Trail Dr,Allen,Texas,Off Market,25-Jul-22,FALSE
3733 Hearst Castle Way,Plano,Texas,Off Market,25-Jul-22,FALSE
107 main,Mayperal,Texas,Active,25-Jul-22,FALSE
4713 Amesbury Lane,Sherman,Texas,Active,25-Jul-22,FALSE
22105 Oban Drive,Spicewood,Texas,Active,22-Aug-22,FALSE
1713 Desperado Rd,Fort Worth,Texas,Pending,29-Aug-22,FALSE
262 Main St,New Albany,Pennsylvania,Active,25-Jul-22,FALSE
600 Lamar Drive,Euless,Texas,Pending,8-Aug-22,FALSE
4218 Tanner Dr,Midland,Texas,Under Contract,29-Aug-22,FALSE
1001 City Ave,Wynnewood,Pennsylvania,Off Market,25-Jul-22,FALSE
37 Wynmere Drive,Horsham,Pennsylvania,Pending,8-Aug-22,FALSE
19119 Grandview Pt,Montgomery,Texas,Active,8-Aug-22,FALSE
4206 Rondo Ave,Amarillo,Texas,Off Market,25-Jul-22,FALSE
1920 Potrillo Ln,Fort Worth,Texas,Pending,22-Aug-22,FALSE
1198 Brookwood Road,Shelby,North Carolina,Active,22-Aug-22,FALSE
4108 Seymour Road,Wichita Falls,Texas,Off Market,25-Jul-22,FALSE
66 E Foothills Dr.,Drums,Pennsylvania,Off Market,29-Aug-22,FALSE
19315 Sunken Creek Pass,Pflugerville,Texas,Active,25-Jul-22,FALSE
378 Goodwick Drive,Middletown,Delaware,Pending,22-Aug-22,FALSE
4318 ACR 309,Frankston,Texas,Pending,1-Aug-22,FALSE
6181 Angus,Corpus Christi,Texas,Active,22-Aug-22,FALSE
118 Marquette Drive,San Antonio,Texas,Active,22-Aug-22,FALSE
420 Wesley Ridge Dr,Spicewood,Texas,Active,1-Aug-22,FALSE
14213 Briarcreek Loop,Manor,Texas,Active,8-Aug-22,FALSE
1207 Lexington sq,Corsicana,Texas,Off Market,22-Aug-22,FALSE
243 Hopewell Road,Ennis,Texas,Pending,22-Aug-22,FALSE
269 Dittlinger St.,New Braunfels,Texas,Active,25-Jul-22,FALSE
18506 Golden Maize,San Antonio,Texas,Active,25-Jul-22,FALSE
10374 Tiger Paw,San Antonio,Texas,Pending,22-Aug-22,FALSE
606 Rolling Hills Drive 74365,Salina,Oklahoma,Active,8-Aug-22,FALSE
3630 BRIGHT MOON COURT KATY,Katy,Texas,Pending,15-Aug-22,FALSE
4901 Dubose,Corpus Christi,Texas,Active,25-Jul-22,FALSE
120 Francesco LN,Dripping Springs,Texas,Active,25-Jul-22,FALSE
1704 W Pflugerville Pkwy,Round Rock,Texas,Off Market,22-Aug-22,FALSE
6907 Walton Heath,Houston,Texas,Active,22-Aug-22,FALSE
2433 Sir Guy Dr,Grand Prairie,Texas,Off Market,25-Jul-22,FALSE
6921 Gateridge Dr,Dallas,Texas,Active,8-Aug-22,FALSE
14813 Broken Bow Trl,Austin,Texas,Off Market,25-Jul-22,FALSE
229 Smith Street,Columbus,Texas,Active,25-Jul-22,FALSE
201 W Lancaster Ave #322,Fort Worth,Texas,Pending,22-Aug-22,FALSE
10544 Bear Creek Trail,Fort Worth,Texas,Pending,22-Aug-22,FALSE
2636 Aqua Vista Dr.,Jacksonville,Texas,Off Market,25-Jul-22,FALSE
17826 Black Alder Lane,Spring,Texas,Active,22-Aug-22,FALSE
101 Auld Court 94534,Fairfield,California,Active,8-Aug-22,FALSE
17983 Oak Forest Drive,Flint,Texas,Off Market,25-Jul-22,FALSE
2227 Old South Dr,Richmond,Texas,Active,22-Aug-22,FALSE
160 Meadowlark Lane,Kyle,Texas,Under Contract,29-Aug-22,FALSE
2008 Freedom Lane,Copperas Cove,Texas,Active,8-Aug-22,FALSE
1225 Bownford Drive,Fort Worth,Texas,Off Market,8-Aug-22,FALSE
119 Private Rd 4422,Rhome,Texas,Off Market,25-Jul-22,FALSE
1235 Ohio,El Paso,Texas,Off Market,25-Jul-22,FALSE
110 Sundew Dr,East Stroudsburg,Pennsylvania,Off Market,29-Aug-22,FALSE
129 Double Mountain Rd.,Liberty Hill,Texas,Active,8-Aug-22,FALSE
110 Mill Creek Path,Georgetown,Texas,Active,25-Jul-22,FALSE
8530 Sacred Lotus Way Ln,Rosharon,Texas,Active,25-Jul-22,FALSE
102 Killian Loop,Hutto,Texas,Off Market,8-Aug-22,FALSE
21888 A Ghost Rd,Saratoga,Texas,Active,22-Aug-22,FALSE
"8888 Tallwood Dr.,2209",Austin,Texas,Off Market,25-Jul-22,FALSE
136 Valley Fields Dr,Pittsburgh,Pennsylvania,Pending,8-Aug-22,FALSE
221 Lismore,San Antonio,Texas,Active,8-Aug-22,FALSE
3011 Mission Gate,San Antonio,Texas,Pending,22-Aug-22,FALSE
4501 Donegal Bay Court,Killeen,Texas,Off Market,25-Jul-22,FALSE
6135 Sugar Hill Drive,Houston,Texas,Off Market,25-Jul-22,FALSE
120 Bouldin Ct,Trinity,North Carolina,Pending,15-Aug-22,FALSE
16913 Alturas Ave,Pflugerville,Texas,Active,31-Aug-22,FALSE
503 Meeker Rd,Kerrville,Texas,,,FALSE
1317 Likeness Rd,Spicewood,Texas,Active,8-Aug-22,FALSE
1215 Rex Lane,Longview,Texas,Off Market,18-Jul-22,FALSE
104 Clear Creek Lane,Terrell,Texas,Pending,29-Aug-22,FALSE
262 Natchez Dr.,Buda,Texas,Active,1-Aug-22,FALSE
2437 Slaton Dr,Grand Prairie,Texas,Off Market,18-Jul-22,FALSE
305 Flint Ridge,Bastrop,Texas,Under Contract,25-Jul-22,FALSE
5706 Post Oak Manor Dr,Houston,Texas,Pending,8-Aug-22,FALSE
8 Alexandria Dr,Blakely,Pennsylvania,Off Market,29-Aug-22,FALSE
15113 Upland Willow Rd,Austin,Texas,Active,25-Jul-22,FALSE
33 Wilson St,West Lawn,Pennsylvania,Pending,25-Jul-22,FALSE
402 Cosmos,Houston,Texas,Active,25-Jul-22,FALSE
10738 Francisco Way,San Antonio,Texas,,,FALSE
3932 Granby ln,Flower Mound,Texas,Pending,8-Aug-22,FALSE
19413 Camlann Place,Pflugerville,Texas,Active,25-Jul-22,FALSE
252 Alpine Ave,Pittsburgh,Pennsylvania,Active,8-Aug-22,FALSE
5410 Coral Vly,San Antonio,Texas,Active,8-Aug-22,FALSE
4807 Canyonbend Circle,Austin,Texas,Under Contract,15-Aug-22,FALSE
12116 Grey Fawn Path,Austin,Texas,Active,25-Jul-22,FALSE
35 Lazy Morning Pl.,Spring,Texas,Active,8-Aug-22,FALSE
199 Mulberry St,Van,Texas,Pending,22-Aug-22,FALSE
95 Sagamore Ridge Place,The Woodlands,Texas,Active,15-Aug-22,FALSE
7431 Foxwaithe Lane,Humble,Texas,Active,22-Aug-22,FALSE
1937 Rue St Tropez #9,Austin,Texas,Under Contract,8-Aug-22,FALSE
2873 Quail Crossing,Seguin,Texas,Active,25-Jul-22,FALSE
3917 Pinetree Drive,McKinney,Texas,Off Market,18-Jul-22,FALSE
700 Island Retreat Rd #163,Port Aransas,Texas,Active,25-Jul-22,FALSE
6401 Joseph Rd,Sanger,Texas,Off Market,1-Aug-22,FALSE
2121 El Paseo #2205,Houston,Texas,Pending,15-Aug-22,FALSE
700 Island Retreat Rd #162,Port Aransas,Texas,Active,25-Jul-22,FALSE
8328 Estandarte Ct.,Benbrook,Texas,Active,22-Aug-22,FALSE
18021 Prairie Verbena Ln,Elgin,Texas,Off Market,25-Jul-22,FALSE
15124 COZY COVE LN,WILLIS,Texas,Off Market,25-Jul-22,FALSE
17006 Jigsaw Path,Round Rock,Texas,Pending,29-Aug-22,FALSE
2209 Summerfield Ln,Harlingen,Texas,Off Market,29-Aug-22,FALSE
607 Arma Road,Allen,Texas,Pending,22-Aug-22,FALSE
8154 Ceberry Drive,austin,Texas,Active,8-Aug-22,FALSE
2000 Kickapoo TRL,Heartland,Texas,Off Market,18-Jul-22,FALSE
11100 Centennial Trail,Austin,Texas,Active,25-Jul-22,FALSE
140 Pinnacle Peak Ln,Weatherford,Texas,Active,18-Jul-22,FALSE
2703 Mingus Drive,Cedar Park,Texas,Active,25-Jul-22,FALSE
7 Pinedale Ct,Mansfield,Texas,Active,25-Jul-22,FALSE
214 E Hillside Drive,Lock Haven,Pennsylvania,Pending,25-Jul-22,FALSE
24 Stirling Way,Chadds Ford,Pennsylvania,Off Market,18-Jul-22,FALSE
1826 Ryansbrook Ln,Spring,Texas,Pending,8-Aug-22,FALSE
3641 Glenway st.,Corpus Christi,Texas,Active,15-Aug-22,FALSE
3111 Bonney Briar Dr,Missouri City,Texas,Active,8-Aug-22,FALSE
161 COPPER RIDGE DRIVE,La Vernia,Texas,,,FALSE
415 Ann Dr,Converse,Texas,Active,29-Aug-22,FALSE
2831 Wild Oak Park Drive,Conroe,Texas,Active,8-Aug-22,FALSE
190 Family Cir,Fischer,Texas,Active,25-Jul-22,FALSE
7717 Reward Pl,Amarillo,Texas,Off Market,25-Jul-22,FALSE
1580 Bayberry Street 95023,Hollister,California,Active,25-Jul-22,FALSE
38 Eagle Terrace,The Woodlands,Texas,Off Market,18-Jul-22,FALSE
11809 FM 307,Midland,Texas,Active,25-Jul-22,FALSE
8715 South Monticello Circle,Granbury,Texas,Active,25-Jul-22,FALSE
1601 Miriam Ave #118,Austin,Texas,Active,25-Jul-22,FALSE
574 Summit House,West Chester,Pennsylvania,Active,25-Jul-22,FALSE
721 Bicentennial Blvd,Dover,Delaware,Pending,8-Aug-22,FALSE
6503 Hillside Hollow Dr,Austin,Texas,Active,22-Aug-22,FALSE
221 Route 739,Hawley,Pennsylvania,Off Market,22-Aug-22,FALSE
3631 Dry Creek Dr,Missouri City,Texas,Off Market,22-Aug-22,FALSE
204 Champions Cove,Lago Vista,Texas,Active,15-Aug-22,FALSE
969 HAGAN RD.,WHITEHOUSE,Texas,Off Market,25-Jul-22,FALSE
903 Thissell St,High Point,North Carolina,Active,22-Aug-22,FALSE
2208 Addax Trail,Harker Heights,Texas,Pending,15-Aug-22,FALSE
5539 Midcrown Dr,San Antonio,Texas,Off Market,1-Aug-22,FALSE
128 Misty Oaks Ln,Floresville,Texas,Active,1-Aug-22,FALSE
400 E Young St,Howe,Texas,Active,8-Aug-22,FALSE
5214 Sagecircle South,Houston,Texas,Off Market,15-Aug-22,FALSE
4081 Green Ave 90720,Los Alamitos,California,Off Market,18-Jul-22,FALSE
2191 Lehigh Drive,Pocono Lake,Pennsylvania,Active,18-Jul-22,FALSE
2307 Southcrest Dr,Arlington,Texas,Active,29-Aug-22,FALSE
48 East Ave #2501,Austin,Texas,Active,18-Jul-22,FALSE
101 Texas Ash Cv,Manchaca,Texas,Active,8-Aug-22,FALSE
131 Portafino Ln,Georgetown,Texas,Active,8-Aug-22,FALSE
1709 Grey Fox Trail,Killeen,Texas,Off Market,18-Jul-22,FALSE
130 Simon,Kyle,Texas,Active,18-Jul-22,FALSE
1307 Southport Dr Unit B,Austin,Texas,Off Market,1-Aug-22,FALSE
8714 Farm Ridge Laned,Humble,Texas,Pending,8-Aug-22,FALSE
4454 Stradford Pl.,San Antonio,Texas,Pending,29-Aug-22,FALSE
3125 Kessler Ave,Midland,,Off Market,29-Aug-22,FALSE
4930 Algernon Dr,spring,Texas,Pending,22-Aug-22,FALSE
12806 DADEBROOK CT,HOUSTON,Texas,Off Market,18-Jul-22,FALSE
1306 Casino Court,Midlothian,Texas,Active,29-Aug-22,FALSE
289 Lazy Valley Rd,Comfort,Texas,Active,22-Aug-22,FALSE
1151 JACKSON STREET,POTTSTOWN,Pennsylvania,Pending,22-Aug-22,FALSE
"2026 Riverlawn Drive, Humble, TX 77339",Humble,Texas,Active,22-Aug-22,FALSE
5523 Ellsworth Ave Unit 10A,Pittsburgh,Pennsylvania,Active Contingent,22-Aug-22,FALSE
15130 Sirius Circle,San Antonio,Texas,Off Market,8-Aug-22,FALSE
5221 Sylvan Shores Dr.,Frisco,Texas,Active,25-Jul-22,FALSE
550 Guston Ct,Conroe,Texas,,,FALSE
11120 Beckon Falls,Waco,Texas,Off Market,29-Aug-22,FALSE
738 Old Chickies Hill Rd,Columbia,Pennsylvania,Pending,25-Jul-22,FALSE
175 Drummond Dr,Kerrville,Texas,Off Market,18-Jul-22,FALSE
5591 West Weathermaker 93722,Fresno,California,Pending,22-Aug-22,FALSE
27 N. Haversham Court,Conroe,Texas,Active,29-Aug-22,FALSE
744 Buffalo St.,Franklin,Pennsylvania,Pending,22-Aug-22,FALSE
2176 Timberleaf Cir,Ingleside,Texas,Pending,15-Aug-22,FALSE
10523 Cat Mountain,San Antonio,Texas,Active,15-Aug-22,FALSE
1212 NW 2nd,Andrews,Texas,Active,22-Aug-22,FALSE
5708 Sabbia Dr,Round Rock,Texas,Active,25-Jul-22,FALSE
22611 Impala Bend,San Antonio,Texas,Active,25-Jul-22,FALSE
2601 Chandler Creek Blvd,Round Rock,Texas,Off Market,18-Jul-22,FALSE
119 Emory Street,San Antonio,Texas,Off Market,22-Aug-22,FALSE
745 County Rd. 4669,Boyd,Texas,Active,29-Aug-22,FALSE
704 Middle Cove Dr,Plano,Texas,Active,23-Aug-22,FALSE
1203 Justin Lane,Austin,Texas,Active,22-Aug-22,FALSE
549 Private Rd 308-H,Seminole,Texas,Off Market,18-Jul-22,FALSE
14 Silver Maple Place,The Woodlands,Texas,Off Market,29-Aug-22,FALSE
2312 Overlook Lane,Denton,Texas,Active,29-Aug-22,FALSE
1516 South Milam Street,Amarillo,Texas,Active,8-Aug-22,FALSE
3147 Gilbert Garden,San Antonio,Texas,Active,1-Aug-22,FALSE
8409 Alophia Dr,Austin,Texas,Active,8-Aug-22,FALSE
7576 Route 487,Mildred,Pennsylvania,Active Contingent,29-Aug-22,FALSE
33 Mulberry Green,Spring City,Pennsylvania,Pending,29-Aug-22,FALSE
6951 Caribou Creek,San Antonio,Texas,Active,18-Jul-22,FALSE
82 Three Lakes Dr,San Antonio,Texas,Pending,22-Aug-22,FALSE
871 Bunton Reserve Blvd,Kyle,Texas,Active,25-Jul-22,FALSE
2511 Kinclaven Ct,Cedar Park,Texas,Pending,29-Aug-22,FALSE
1101 County Road 214,Liberty Hill,Texas,Pending,1-Aug-22,FALSE
322 Midnight Shadow,Stephenville,Texas,Active,25-Jul-22,FALSE
