Record Id,Created Time,HSLP ordered at,Platform database ID (Agent),Display name,Property city,State (Agent),Closing date,Property Status,Property Status Updated,Closing Date is Wrong,,
zcrm_1781014000116411408,10/16/2021,11/15/2021,115538,456 Winter Spring,El Paso,Texas,,,,false,,
zcrm_1781014000116343588,10/15/2021,10/17/2021,3656,1606 Palma Plaza,Austin,Texas,,,,false,,
zcrm_1781014000116176131,10/14/2021,11/10/2021,73745,"13345 Davida Drive,",Beaumont,Texas,,,,false,,
zcrm_1781014000116175657,10/14/2021,11/8/2021,42872,3714 Jasmine,Rowlett,Texas,,,,false,,
zcrm_1781014000116169142,10/14/2021,11/10/2021,73745,8625 Thomas Drive,Orange,Texas,,,,false,,
zcrm_1781014000116168272,10/14/2021,11/10/2021,73745,"15626 Vaglica Drive,",Sour Lake,Texas,,,,false,,
zcrm_1781014000116160849,10/14/2021,11/10/2021,73745,401 Countrywood Boulevard,Sour Lake,Texas,,,,false,,
zcrm_1781014000116160841,10/14/2021,11/11/2021,73745,"219 Pinemont Drive,","Sour Lake,",Texas,,,,false,,
zcrm_1781014000116156546,10/14/2021,10/18/2021,207931,411 Hickory St.,Jourdanton,Texas,,,,false,,
zcrm_1781014000116081084,10/14/2021,10/19/2021,79531,1238 Callowhill St #405,Philadelphia,Pennsylvania,,,,false,,
zcrm_1781014000115947351,10/13/2021,11/10/2021,73745,1795 Michelle Cove,Beaumont,Texas,,,,false,,
zcrm_1781014000115935770,10/13/2021,10/16/2021,109039,105 Harbor Light,Horseshoe Bay,Texas,,,,false,,
zcrm_1781014000115887474,10/13/2021,10/13/2021,5206,4003 Pyracantha Drive,Arlington,Texas,,,,false,,
zcrm_1781014000115688006,10/12/2021,10/23/2021,,504 Heather Hills Drive (Barn Apt),Dripping Springs,,,,,false,,
zcrm_1781014000115638944,10/12/2021,10/13/2021,11071,CR 231,SOMERVILLE,Texas,,,,false,,
zcrm_1781014000115633507,10/12/2021,10/12/2021,,3326 Waxcande,Spring,,,,,false,,
zcrm_1781014000115519974,10/12/2021,10/12/2021,164006,481 N Madison,Giddings,Texas,,,,false,,
zcrm_1781014000115405888,10/11/2021,10/11/2021,11702,214 Granite Mist,Converse,Texas,,,,false,,
zcrm_1781014000114918059,10/7/2021,10/8/2021,3554,15124 Cozy Cove Lane,Willis,Texas,,,,false,,
zcrm_1781014000114834444,10/6/2021,10/6/2021,113358,1988 Gulf Street,Crystal Beach,Texas,,,,false,,
zcrm_1781014000114820485,10/6/2021,10/8/2021,131931,4501 Harrison Ave,Groves,Texas,,,,false,,
zcrm_1781014000114803945,10/6/2021,10/7/2021,194419,211 Windmill Ranch Road,Georgetown,Texas,,,,false,,
zcrm_1781014000114735182,10/6/2021,10/6/2021,69758,21189 Dogwood Drive,Flint,Texas,,,,false,,
zcrm_1781014000114668056,10/5/2021,10/6/2021,113405,114 Capriccio Lane,Montgomery,Texas,,,,false,,
zcrm_1781014000114547191,10/4/2021,10/10/2021,84049,1212 Park Road,Elverson,Pennsylvania,,,,false,,
zcrm_1781014000114536254,10/4/2021,10/6/2021,262812,3608 John Chisholm Loop,Killeen,Texas,,,,false,,
zcrm_1781014000113779380,9/29/2021,9/30/2021,259590,307 Mari Beth,White Oak,Texas,,,,false,,
zcrm_1781014000113572190,9/28/2021,9/28/2021,122577,10098 CR 2124 D,Longview,Texas,,,,false,,
zcrm_1781014000113419303,9/28/2021,10/16/2021,3554,7514 Kalebs Pond Ct,Spring,Texas,,,,false,,
zcrm_1781014000113395564,9/28/2021,9/28/2021,13077,"1709 W 10th Friona, TX",Friona,Texas,,,,false,,
zcrm_1781014000113177200,9/27/2021,10/27/2021,171762,1908 W Park Ave,Orange,Texas,,,,false,,
zcrm_1781014000112969248,9/26/2021,9/26/2021,220404,950 Vivian St,Bridge City,Texas,,,,false,,
zcrm_1781014000112849765,9/24/2021,9/25/2021,171882,854 South Ave,Port Neches,Texas,,,,false,,
zcrm_1781014000112762036,9/24/2021,9/24/2021,9553,15704 Grove Crest Drive,Frisco,Texas,"Oct 19, 2021",,,true,,
zcrm_1781014000112748854,9/24/2021,2/19/2022,,808 E Lincoln,Morton,,,,,false,,
zcrm_1781014000112560634,9/23/2021,9/23/2021,174527,4120 Kingsbury Dr,Wichita Falls,Texas,,,,false,,
zcrm_1781014000112540841,9/23/2021,9/23/2021,190539,708 S Washington Ave,Bryan,Texas,,,,false,,
zcrm_1781014000112455650,9/23/2021,9/25/2021,163398,137 Pine Meadow,Prairie View,Texas,,,,false,,
zcrm_1781014000112256851,9/22/2021,9/22/2021,259802,1009 N Weatherford St.,Midland,Texas,,,,false,,
zcrm_1781014000112045133,9/21/2021,9/25/2021,3778,702 Griffin Dr,Chandler,Texas,,,,false,,
zcrm_1781014000112031734,9/21/2021,9/22/2021,136478,520 22nd Street,Beaumont,Texas,,,,false,,
zcrm_1781014000111801798,9/20/2021,9/23/2021,187136,1804 S Sycamore,Palestine,Texas,,,,false,,
zcrm_1781014000111603022,9/19/2021,9/19/2021,,1102 Del Rio,Odessa,,,,,false,,
zcrm_1781014000111538430,9/18/2021,9/19/2021,141792,11125 N Country Squire St,Houston,Texas,,,,false,,
zcrm_1781014000111385899,9/17/2021,9/21/2021,70743,144 LCR 469,Mexia,Texas,,,,false,,
zcrm_1781014000111335626,9/16/2021,9/17/2021,124274,11705 Fm 439,Belton,Texas,,,,false,,
zcrm_1781014000111141772,9/15/2021,9/17/2021,14024,20310 Wickham Court,Katy,Texas,,,,false,,
zcrm_1781014000110906497,9/14/2021,9/16/2021,,19919 FM973,Coupland,,,,,false,,
zcrm_1781014000110746484,9/13/2021,9/14/2021,166600,104 Twilight Blvd,Silsbee,Texas,"Dec 31, 2021",,,false,,
zcrm_1781014000110724153,9/13/2021,9/13/2021,222712,2974 Layton Dr Haltom Dr,Haltom City,Texas,,,,false,,
zcrm_1781014000110719148,9/13/2021,9/16/2021,114488,19915 FM973,Coupland,Texas,,,,false,,
zcrm_1781014000110657268,9/13/2021,9/14/2021,32454,6843 W 29th St,Odessa,Texas,,,,false,,
zcrm_1781014000110392021,9/10/2021,9/12/2021,107091,1030 CR 2215 WHITE RD,DAINGERFIELD,Texas,,,,false,,
zcrm_1781014000109994950,9/8/2021,9/15/2021,47581,402 Magnolia,Gause,Texas,,,,false,,
zcrm_1781014000109968374,9/8/2021,9/10/2021,238380,1005 Fox Willow Ct,Burleson,Texas,,,,false,,
zcrm_1781014000109584529,9/6/2021,9/8/2021,114488,1012 Broadway St,Galveston,Texas,,,,false,,
zcrm_1781014000109511209,9/4/2021,9/4/2021,104164,410 Centre Street,Dallas,Texas,,,,false,,
zcrm_1781014000109453660,9/3/2021,9/4/2021,126074,410 Double M Dr. (Guest Home),Wimberley,Texas,,,,false,,
zcrm_1781014000109442487,9/3/2021,9/8/2021,3739,4625 County Road 191 E.,Kilgore,Texas,,,,false,,
zcrm_1781014000109433162,9/3/2021,9/6/2021,67040,3912 Heritage Hill,San Antonio,Texas,,,,false,,
zcrm_1781014000108185275,9/1/2021,9/10/2021,42326,5834 mason Dr,Corpus christi,Texas,,,,false,,
zcrm_1781014000108123325,9/1/2021,9/8/2021,251783,3229 Winbern Street,Houston,Texas,,,,false,,
zcrm_1781014000107709633,8/30/2021,8/30/2021,26602,176 Sunset,Ingleside,Texas,,,,false,,
zcrm_1781014000107659226,8/30/2021,8/30/2021,62214,1029 Calle Parque Dr,El Paso,Texas,,,,false,,
zcrm_1781014000107591404,8/30/2021,8/31/2021,239842,1103 N Colpitts,Fort Stockton,Texas,,,,false,,
zcrm_1781014000107559027,8/29/2021,9/8/2021,33117,1103 Pennsylvania,Big Spring,Texas,,,,false,,
zcrm_1781014000107512474,8/29/2021,5/4/2022,3730,3504 Lakemont,Tyler,Texas,,,,false,,
zcrm_1781014000107420975,8/28/2021,9/8/2021,145734,3201 Carmel Hills Dr,Denton,Texas,,,,true,,
zcrm_1781014000107261000,8/26/2021,9/23/2021,9553,15704 Grove Crest Drive,Frisco,Texas,,,,false,,
zcrm_1781014000107189833,8/26/2021,8/28/2021,1240,1421 8th Street,Rockport,Texas,,,,false,,
zcrm_1781014000106913812,8/25/2021,8/26/2021,160502,45-47 South 5th St,columbia,Pennsylvania,,,,false,,
zcrm_1781014000106853224,8/25/2021,11/3/2021,13580,4700 Boulder Dr Unit #1012,Midland,Texas,,,,false,,
zcrm_1781014000106853169,8/25/2021,11/2/2021,13580,4700 Boulder Dr Unit #1404,Midland,Texas,,,,false,,
zcrm_1781014000106851952,8/25/2021,11/2/2021,13580,4700 Boulder Dr Unit #1011,Midland,Texas,,,,false,,
zcrm_1781014000106850316,8/25/2021,10/1/2021,1196,1704 Glenwood Ave,Odessa,Texas,,,,false,,
zcrm_1781014000106849672,8/25/2021,8/25/2021,13580,4700 Boulder Dr Unit #714,Midland,Texas,"Nov 23, 2021",,,true,,
zcrm_1781014000106768718,8/25/2021,8/25/2021,24553,22011 Legend Point,San Antonio,Texas,,,,false,,
zcrm_1781014000106740368,8/24/2021,8/24/2021,70982,2106 George Richey Rd,Longview,Texas,,,,false,,
zcrm_1781014000106687592,8/24/2021,8/26/2021,133659,144 convent dr.,kyle,Texas,,,,false,,
zcrm_1781014000106675832,8/24/2021,8/27/2021,964,802 W Carter,Beeville,Texas,,,,false,,
zcrm_1781014000106437686,8/23/2021,8/23/2021,118320,20820 Charles Ave,Georgetown,Delaware,,,,false,,
zcrm_1781014000106422546,8/23/2021,8/23/2021,246997,603 Mulberry St,Diboll,Texas,,,,false,,
zcrm_1781014000106416265,8/22/2021,9/7/2021,208617,1313 Randy Dr,Graham,Texas,,,,false,,
zcrm_1781014000106416023,8/22/2021,8/22/2021,246960,414 W. Pecan Ave.,Midland,Texas,,,,false,,
zcrm_1781014000106409153,8/22/2021,8/22/2021,13029,5002 Westway Trail,Amarillo,Texas,,,,false,,
zcrm_1781014000106349610,8/21/2021,8/21/2021,200046,4313 Hope Lane,Killeen,Texas,,,,false,,
zcrm_1781014000106344250,8/21/2021,8/21/2021,8777,5656 Boad Bay Lane,Fort Worth,Texas,,,,false,,
zcrm_1781014000105896474,8/19/2021,8/23/2021,1216,537 S Ave C,Kermit,Texas,,,,false,,
zcrm_1781014000105787680,8/18/2021,8/18/2021,142421,701 Woodwin Ave,Sweeny,Texas,,,,false,,
zcrm_1781014000105708697,8/18/2021,8/18/2021,110187,5960 HWY 12,Vidor,Texas,,,,false,,
zcrm_1781014000105702997,8/18/2021,8/18/2021,186312,10560 State Hwy 46 W,Spring Branch,Texas,,,,false,,
zcrm_1781014000105617204,8/17/2021,8/18/2021,101761,315 S Centre St,Pottsville,Pennsylvania,,,,false,,
zcrm_1781014000105570530,8/17/2021,8/20/2021,244836,602 S Wall,Stratford,Texas,,,,false,,
zcrm_1781014000105560970,8/17/2021,8/20/2021,62201,136 County road 3551,Paradise,Texas,,,,false,,
zcrm_1781014000105555068,8/17/2021,8/17/2021,178461,3903 Kevin Shaw Drive,Killeen,Texas,,,,false,,
zcrm_1781014000105500691,8/17/2021,8/17/2021,186312,15060 State Hwy 46,Spring Branch,Texas,,,,false,,
zcrm_1781014000105481866,8/17/2021,8/18/2021,186312,15090 State Hwy 46 W,Spring Branch,Texas,,,,false,,
zcrm_1781014000105251179,8/15/2021,8/15/2021,28573,3420 Lyndhurst St #707,Austin,Texas,,,,false,,
zcrm_1781014000105244706,8/15/2021,8/15/2021,122971,669 Wood Forest Rd,Kingsland,Texas,,,,false,,
zcrm_1781014000105128120,8/14/2021,8/15/2021,234611,11021 Brock Hwy,Lipan,Texas,,,,false,,
zcrm_1781014000105062263,8/13/2021,11/20/2021,7904,6802 Baron Dr,Midland,Texas,,,,false,,
zcrm_1781014000105021775,8/13/2021,8/16/2021,101761,315 S Centre St,Pottsville,Pennsylvania,,,,false,,
zcrm_1781014000104995964,8/13/2021,8/13/2021,32411,1609 Lipscomb,Amarillo,Texas,,,,true,,
zcrm_1781014000104918673,8/12/2021,8/13/2021,122794,7042 Tierwester St,Houston,Texas,,,,false,,
zcrm_1781014000104859861,8/12/2021,8/12/2021,237643,404,Georgetown,Texas,,,,false,,
zcrm_1781014000104834520,8/12/2021,8/19/2021,48486,114 Camp St.,San Antonio,Texas,,,,false,,
zcrm_1781014000104574115,8/10/2021,9/9/2021,61418,800 Cheyenne Valley Cv,Round Rock,Texas,,,,false,,
zcrm_1781014000104295617,8/9/2021,8/9/2021,21545,4003 Pedernales river Ln,Springs,Texas,,,,false,,
zcrm_1781014000104211798,8/9/2021,8/10/2021,52933,25402 Morgan Drive,Coldsprings,Texas,,,,false,,
zcrm_1781014000104188352,8/8/2021,8/9/2021,50516,4713 Lake Cove Way,Frisco,Texas,,,,false,,
zcrm_1781014000104120101,8/7/2021,8/8/2021,,3404 Stanolind,Midland,,,,,false,,
zcrm_1781014000104105965,8/7/2021,10/30/2021,242293,3925 Lyndale Dr,Odessa,Texas,,,,false,,
zcrm_1781014000103681459,8/5/2021,8/5/2021,116932,23701 W Farmers,Amarillo,Texas,,,,false,,
zcrm_1781014000103674072,8/4/2021,8/4/2021,68302,4605 S 2nd Unit A,Austin,Texas,,,,false,,
zcrm_1781014000103661658,8/4/2021,8/5/2021,68302,4605 S 2nd Unit B,Austin,Texas,,,,false,,
zcrm_1781014000103620172,8/4/2021,8/4/2021,171818,490 Giles Street,Beaumont,Texas,,,,false,,
zcrm_1781014000103613611,8/4/2021,8/14/2021,3706,4075 W. Hwy 190,San Saba,Texas,,,,false,,
zcrm_1781014000103435060,8/3/2021,8/13/2021,234950,159 Madison Street,Beckville,Texas,"Nov 12, 2021",,,true,,
zcrm_1781014000103373823,8/2/2021,8/3/2021,1191,2308 Scenic Rd,Midland,Texas,,,,false,,
zcrm_1781014000103315588,8/2/2021,8/3/2021,157344,25206 Mesa Ranch,San Antonio,Texas,,,,false,,
zcrm_1781014000102776507,7/29/2021,8/1/2021,198602,9814 Riddlelink,Houston,Texas,,,,false,,
zcrm_1781014000102729540,7/29/2021,7/29/2021,158686,120 Bailey,Bridge City,Texas,,,,false,,
zcrm_1781014000102727564,7/29/2021,7/29/2021,111318,524 Lovers Ln,Alto,Texas,,,,false,,
zcrm_1781014000102655118,7/28/2021,7/28/2021,230844,524 Lovers Ln,Alto,Texas,,,,false,,
zcrm_1781014000102190965,7/26/2021,7/26/2021,3929,3913 Bobbin Lane,Addison,Texas,,,,false,,
zcrm_1781014000102176552,7/26/2021,7/26/2021,237884,1317 NW 13,Andrews,Texas,,,,false,,
zcrm_1781014000101848020,7/23/2021,7/23/2021,5261,433 Ruby Lane,Cleburne,Texas,,,,false,,
zcrm_1781014000101607050,7/22/2021,8/6/2021,1157,400 SW 19th St,Seminole,Texas,,,,false,,
zcrm_1781014000101360052,7/21/2021,7/23/2021,,13037 Maestro Spark,San Antonio,,,,,false,,
zcrm_1781014000101270958,7/20/2021,8/7/2021,192738,10722 Inwood Dr,Houston,Texas,,,,false,,
zcrm_1781014000101165579,7/19/2021,7/21/2021,,4438 1st St*,Bacliff,,,,,false,,
zcrm_1781014000100970433,7/17/2021,7/18/2021,13029,202 N. Western,Amarillo,Texas,,,,false,,
zcrm_1781014000100965573,7/17/2021,7/17/2021,182412,8211 Richmond Ave,Lubbock,Texas,,,,false,,
zcrm_1781014000100719426,7/15/2021,8/8/2021,72883,5826 Club Oaks,Dallas,Texas,,,,false,,
zcrm_1781014000100710026,7/15/2021,7/15/2021,88526,656 West 7th Street,Erie,Pennsylvania,,,,false,,
zcrm_1781014000100702707,7/15/2021,7/15/2021,171763,13385 Blackgum Ave.,Beaumont,Texas,,,,false,,
zcrm_1781014000100621474,7/15/2021,11/2/2021,6939,2220 Timber Creek Trail,Flower Mound,Texas,,,,false,,
zcrm_1781014000100591750,7/15/2021,7/18/2021,171762,280 E Herring,Sour Lake,Texas,,,,false,,
zcrm_1781014000100576059,7/15/2021,9/8/2021,32797,13652 CR 431,Tyler,Texas,,,,false,,
zcrm_1781014000100490343,7/14/2021,7/14/2021,,1011 Reed St,Denton,,,,,false,,
zcrm_1781014000100486822,7/14/2021,7/15/2021,23073,106 Top O The Lake,Lakeway,Texas,,,,false,,
zcrm_1781014000100465385,7/14/2021,7/14/2021,7169,2506 Boyington Lane,Kerrville,Texas,,,,false,,
zcrm_1781014000100465135,7/14/2021,8/24/2022,86597,304 E Main St,Terre Hill,Pennsylvania,,,,false,,
zcrm_1781014000100407855,7/14/2021,7/15/2021,18555,3401 Forest Creek Dr,Fort Worth,Texas,,,,false,,
zcrm_1781014000100355399,7/13/2021,7/14/2021,3763,2318 Pinehurst,Tyler,Texas,,,,false,,
zcrm_1781014000100318118,7/13/2021,9/2/2021,3672,1550 Trebled Waters Trl,Driftwood,Texas,,,,false,,
zcrm_1781014000100301677,7/13/2021,7/13/2021,62674,19902 Hwy 82,Honey Grove,Texas,,,,false,,
zcrm_1781014000100292940,7/13/2021,7/14/2021,35638,1314 Rampart Street,Columbus,Texas,,,,false,,
zcrm_1781014000100079402,7/12/2021,7/12/2021,47300,13200 IH 35,Jarrell,Texas,,,,false,,
zcrm_1781014000099934916,7/10/2021,7/12/2021,232573,15310 Lions Den Rd,Burtonsville,Maryland,,,,false,,
zcrm_1781014000099877704,7/10/2021,7/10/2021,,8835 woodman ave,Arleta,,"Jul 11, 2021",,,true,,
zcrm_1781014000099805385,7/9/2021,7/9/2021,ID:ec2b9aa6-83a9-4c34-854f-c55101845440,19149 MALDEN STREET,NORTHRIDGE,California,,,,false,,
zcrm_1781014000099645758,7/8/2021,7/8/2021,6149,10019 Newcombe Dr,Dallas,Texas,"Aug 30, 2021",,,false,,
zcrm_1781014000099396715,7/7/2021,7/8/2021,176703,900 E Beth,Whitney,Texas,,,,false,,
zcrm_1781014000099314625,7/7/2021,7/11/2021,229921,4519 Versailles Dr,Midland,Texas,,,,false,,
zcrm_1781014000099191227,7/6/2021,7/6/2021,50520,807 Co Rd 19,Lamesa,Texas,,,,false,,
zcrm_1781014000098937235,7/4/2021,7/5/2021,7733,11608 Timber Heights Dr,Austin,Texas,"Aug 9, 2021",,,true,,
zcrm_1781014000098862095,7/3/2021,7/5/2021,217861,3427 Wentworth St,Houston,Texas,,,,false,,
zcrm_1781014000098855393,7/2/2021,7/3/2021,34105,1450 FM 2650,Wichita Falls,Texas,,,,false,,
zcrm_1781014000098853456,7/2/2021,7/2/2021,229086,103 Fulton Place,Portland,Texas,,,,false,,
zcrm_1781014000098784721,7/2/2021,7/13/2021,45757,7114 Charred Pine,Magnolia,Texas,,,,false,,
zcrm_1781014000098714856,7/2/2021,7/3/2021,970,14901 Windward Unit #403,Corpus Christi,Texas,,,,false,,
zcrm_1781014000098618134,7/1/2021,7/1/2021,,1343 Shoreline Drive,Willis,,,,,false,,
zcrm_1781014000098601295,7/1/2021,7/1/2021,122561,283 Pintail,Gilmer,Texas,,,,false,,
zcrm_1781014000098377985,6/30/2021,6/30/2021,1007,818 Pentagon Rd,Midland,Texas,,,,false,,
zcrm_1781014000098327001,6/30/2021,7/2/2021,56168,6604 Patriot Parkway,Midland,Texas,,,,false,,
zcrm_1781014000098210586,6/29/2021,7/1/2021,113408,27963 Deer Run St.,Montgomery,Texas,,,,false,,
zcrm_1781014000098197004,6/29/2021,6/29/2021,73936,85 Ohio Street,New Braunfels,Texas,,,,false,,
zcrm_1781014000098155150,6/29/2021,7/6/2021,116161,8195 Waterside Trail,Fort Worth,Texas,,,,false,,
zcrm_1781014000098018189,6/28/2021,6/29/2021,112688,201 S 4th St,Crandall,Texas,,,,false,,
zcrm_1781014000097861008,6/28/2021,6/30/2021,66316,15989 County Road 223,Tyler,Texas,,,,false,,
zcrm_1781014000097666691,6/25/2021,6/26/2021,212695,1741 Horseshoe Circle,Leander,Texas,,,,false,,
zcrm_1781014000097653939,6/25/2021,6/25/2021,171882,717 Gulf Ave,Port Neches,Texas,,,,false,,
zcrm_1781014000097438725,6/24/2021,6/24/2021,115003,5001 Stoneleigh Dr,Midland,Texas,,,,false,,
zcrm_1781014000097417219,6/24/2021,6/25/2021,118927,408 E. Fannin Street,Leonard,Texas,,,,false,,
zcrm_1781014000097172174,6/23/2021,6/23/2021,144720,8228 Harvest Drive,Grandview,Texas,,,,false,,
zcrm_1781014000097126430,6/23/2021,6/26/2021,178891,3508 Greenridge Circle,Bryan,Texas,,,,false,,
zcrm_1781014000097120694,6/22/2021,7/2/2021,ID:a3931583-4eb0-495c-9d20-7681f5e19e42,54 Forest Road,Felton,California,,,,false,,
zcrm_1781014000097059454,6/22/2021,6/24/2021,48442,1450 FM 2342,Kingsland,Texas,,,,false,,
zcrm_1781014000097048498,6/22/2021,6/22/2021,225128,1410 Lanham St,Midland,Texas,,,,false,,
zcrm_1781014000097003464,6/22/2021,9/17/2021,24322,3707 Pipers Meadow St,San Antonio,Texas,,,,false,,
zcrm_1781014000096901384,6/22/2021,6/22/2021,80090,331 Shannon Dr.,Long Pond,Pennsylvania,,,,false,,
zcrm_1781014000096797336,6/21/2021,6/21/2021,141666,265 Heatherwood Drive,Driftwood,Texas,,,,false,,
zcrm_1781014000096541568,6/18/2021,6/22/2021,58752,108,Collinsville,Texas,,,,false,,
zcrm_1781014000096486816,6/18/2021,6/20/2021,62967,3402,San Antonio,Texas,,,,false,,
zcrm_1781014000096474268,6/18/2021,7/1/2021,186791,205 S Springfield Rd,Clifton Heights,Pennsylvania,,,,false,,
zcrm_1781014000096242809,6/17/2021,6/19/2021,13029,17218 Weatherby Lane,Canyon,Texas,,,,false,,
zcrm_1781014000096142126,6/16/2021,6/19/2021,5176,1393 Litchfield ln.,Burleson,Texas,,,,false,,
zcrm_1781014000096093649,6/16/2021,6/16/2021,,1012 W Day,Denison,,,,,false,,
zcrm_1781014000095989576,6/16/2021,6/16/2021,5747,123 Baker,Bertram,Texas,,,,false,,
zcrm_1781014000095959889,6/15/2021,6/16/2021,199311,4803 Hallie's Garden,St Hedwig,Texas,,,,false,,
zcrm_1781014000095891469,6/15/2021,6/16/2021,143821,805 Curry St,Sinton,Texas,,,,false,,
zcrm_1781014000095856302,6/15/2021,6/16/2021,5239,"15262 State Hwy 198,",Mabank,Texas,"Aug 23, 2021",,,false,,
zcrm_1781014000095839758,6/15/2021,7/26/2021,170223,901 CR 3925,Wolfe City,Texas,,,,false,,
zcrm_1781014000095822738,6/15/2021,6/16/2021,30185,2714 Geraghty Ave,Austin,Texas,,,,false,,
zcrm_1781014000095649293,6/14/2021,6/14/2021,35638,1257 Vogelsang Road,Columbus,Texas,"Jul 28, 2021",,,false,,
zcrm_1781014000095438099,6/13/2021,6/13/2021,174527,205 Mesquite Dr,Burkburnett,Texas,,,,false,,
zcrm_1781014000095277894,6/11/2021,6/14/2021,110187,2206 Chasse Bend,Orange,Texas,,,,false,,
zcrm_1781014000095053015,6/9/2021,6/15/2021,4725,2984 N Hwy 78,Bonham,Texas,"Mar 9, 2022",,,false,,
zcrm_1781014000095029591,6/9/2021,6/9/2021,213210,227 E 7th St,Idalou,Texas,"Jul 21, 2021",,,false,,
zcrm_1781014000094983027,6/9/2021,6/9/2021,,8878 FM 1810,Chico,,,,,false,,
zcrm_1781014000094840683,6/8/2021,6/10/2021,213074,316 S 6th Street,Kingsville,Texas,,,,false,,
zcrm_1781014000094675436,6/7/2021,7/17/2021,171815,375 Haley,Vidor,Texas,,,,false,,
zcrm_1781014000094557367,6/7/2021,6/7/2021,67087,3204,"Fort Worth, Tx 76116",Texas,,,,false,,
zcrm_1781014000094285986,6/4/2021,6/5/2021,38487,4525 Leddy Drive,Midland,Texas,"Oct 20, 2021",,,false,,
zcrm_1781014000094102751,6/3/2021,6/12/2021,128763,601 Service Street,Houston,Texas,,,,false,,
zcrm_1781014000093896312,6/2/2021,6/2/2021,153616,110 Hwy 60 N,Bay City,Texas,,,,false,,
zcrm_1781014000093705089,6/1/2021,6/1/2021,120613,1310 East James Street #28,Baytown,Texas,,,,false,,
zcrm_1781014000093635445,6/1/2021,6/1/2021,,11504 Grand Pine Dr,Montgomery,,,,,false,,
zcrm_1781014000093618521,6/1/2021,6/22/2021,,8317 Trickham Bend,Fort Worth,,,,,false,,
zcrm_1781014000093561239,6/1/2021,6/1/2021,147603,13569 CR 313E,Tyler,Texas,,,,false,,
zcrm_1781014000093521392,5/31/2021,6/2/2021,180415,4 Spanish Oak Ct.,Belton,Texas,,,,false,,
zcrm_1781014000093400770,5/30/2021,5/31/2021,1065,314 Peyton,Alice,Texas,,,,false,,
zcrm_1781014000093378780,5/29/2021,5/30/2021,35198,670 Mike Carbajal,El Paso,Texas,,,,false,,
zcrm_1781014000092913345,5/26/2021,7/7/2022,176863,105 Jeffery Dr,Cedar Creek,Texas,,,,false,,
zcrm_1781014000092910209,5/26/2021,5/26/2021,,1739 Blalock Rd,Houston,,,,,false,,
zcrm_1781014000092880327,5/26/2021,6/1/2021,62681,3022 Buena Vista St,San Antonio,Texas,,,,false,,
zcrm_1781014000092675549,5/25/2021,5/28/2021,,1102 Brock Dr,Killeen,,,,,false,,
zcrm_1781014000092554917,5/24/2021,6/4/2021,,2308 New Copeland,Tyler,,,,,false,,
zcrm_1781014000092365504,5/23/2021,6/10/2021,215410,4132 Morgan Circle,North Richland Hills,Texas,,,,false,,
zcrm_1781014000092130218,5/21/2021,5/28/2021,379,1013 Saint Vincent,Gonzales,Texas,,,,false,,
zcrm_1781014000091892588,5/19/2021,5/19/2021,1009,3933 Haden Dr,Odessa,Texas,,,,false,,
zcrm_1781014000091866228,5/19/2021,5/20/2021,73361,3000 Michoacan DR,Del Valle,Texas,,,,false,,
zcrm_1781014000091863867,5/19/2021,5/19/2021,214055,108 Ridge Trail St.,San Antonio,Texas,,,,false,,
zcrm_1781014000091665783,5/18/2021,5/23/2021,180250,1724 Persimmon Dr,anna,Texas,,,,false,,
zcrm_1781014000091576290,5/18/2021,6/3/2021,171807,2476 Joe Lane,Orange,Texas,,,,false,,
zcrm_1781014000091389817,5/17/2021,5/19/2021,24322,1201 S Palmetto,San Antonio,Texas,,,,false,,
zcrm_1781014000091332689,5/17/2021,5/17/2021,361,17017 Orinda Lane,Pflugerville,Texas,,,,false,,
zcrm_1781014000091139510,5/15/2021,5/17/2021,27218,721 Morningside Dr,Terrell Hills,Texas,,,,false,,
zcrm_1781014000091131096,5/14/2021,5/14/2021,62114,"617 Solon Rd, Waxahachie, TX 75165",Waxahachie,Texas,,,,false,,
zcrm_1781014000091036564,5/14/2021,5/17/2021,148427,409 W Valley Dr,Iowa Park,Texas,,,,false,,
zcrm_1781014000090897903,5/13/2021,5/13/2021,143261,106 N Oak St,Texas City,Texas,,,,false,,
zcrm_1781014000090841438,5/12/2021,5/13/2021,,1802 Temple Drive,Austin,,,,,false,,
zcrm_1781014000090800471,5/12/2021,5/12/2021,44457,15513 Echo Ln,Selma,Texas,,,,false,,
zcrm_1781014000090622146,5/11/2021,6/7/2021,13081,6815 Montague Dr,Amarillo,Texas,,,,false,,
zcrm_1781014000090619101,5/11/2021,5/12/2021,183222,5213 SW 37th Ave,Amarillo,Texas,,,,false,,
zcrm_1781014000090588328,5/11/2021,5/11/2021,143398,1327 Hawaii Drive,Tiki Island,Texas,,,,false,,
zcrm_1781014000090418095,5/10/2021,5/10/2021,177119,6811 Elkins rd,Midland,Texas,,,,false,,
zcrm_1781014000090331280,5/10/2021,7/10/2021,5577,1505 Chipmunk,Austin,Texas,,,,false,,
zcrm_1781014000090198618,5/9/2021,5/10/2021,71659,4280 Cedarcroft Court 3 C,Greensboro,North Carolina,,,,false,,
zcrm_1781014000090147447,5/8/2021,5/8/2021,71659,3710 Spanish Peak Drive,High Point,North Carolina,,,,false,,
zcrm_1781014000090101399,5/7/2021,5/7/2021,ID:3f34dce0-103c-42d0-8b67-a82f5dcbd94e,2560 61st Ave,Oakland,California,,,,false,,
